,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
1548890,6/30/2017 18:59,6/30/2017 19:03,253,Orleans St & Ohio St,Orleans St & Chestnut St (NEXT Apts),Subscriber,Male,1993
1550665,6/30/2017 21:40,6/30/2017 21:52,718,Kingsbury St & Erie St,Green St & Randolph St,Subscriber,Male,1992
1551099,6/30/2017 22:49,6/30/2017 22:58,529,Michigan Ave & Lake St,State St & Pearson St,Subscriber,Male,1989
1549875,6/30/2017 20:17,6/30/2017 20:35,1070,Clinton St & Madison St,Clark St & Schiller St,Subscriber,Female,1985
1549230,6/30/2017 19:23,6/30/2017 19:39,960,Michigan Ave & Washington St,Rush St & Cedar St,Subscriber,Male,1986
1550590,6/30/2017 21:33,6/30/2017 22:00,1631,Damen Ave & Chicago Ave,Damen Ave & Cullerton St,Subscriber,Male,1989
1550007,6/30/2017 20:29,6/30/2017 20:33,241,Orleans St & Elm St (*),Sedgwick St & North Ave,Subscriber,Male,1987
1550055,6/30/2017 20:33,6/30/2017 20:49,946,Sedgwick St & North Ave,Damen Ave & Cortland St,Subscriber,Female,1984
1550727,6/30/2017 21:50,6/30/2017 21:58,453,Loomis St & Lexington St,Ashland Ave & 13th St,Subscriber,Male,1995
1551009,6/30/2017 22:33,6/30/2017 22:42,545,Halsted St & Blackhawk St (*),Clark St & Armitage Ave,Subscriber,Female,1983
1550010,6/30/2017 20:29,6/30/2017 20:33,263,Wood St & Taylor St,Wolcott Ave & Polk St,Subscriber,Male,1993
1551251,6/30/2017 23:11,6/30/2017 23:23,734,Halsted St & Blackhawk St (*),Clinton St & Madison St,Subscriber,Male,1986
1548892,6/30/2017 18:59,6/30/2017 19:24,1455,Clark St & North Ave,Broadway & Cornelia Ave,Subscriber,Male,1975
1550398,6/30/2017 21:10,6/30/2017 21:17,461,Lake Shore Dr & Wellington Ave,Clark St & Armitage Ave,Subscriber,Male,1987
1550003,6/30/2017 20:28,6/30/2017 20:30,99,Sangamon St & Washington Blvd (*),Sangamon St & Washington Blvd (*),Subscriber,Female,1979
1550453,6/30/2017 21:16,6/30/2017 21:27,674,St. Clair St & Erie St,Millennium Park,Subscriber,Male,1972
1549757,6/30/2017 20:07,6/30/2017 20:22,939,Rush St & Superior St,Stockton Dr & Wrightwood Ave,Subscriber,Male,1973
1551139,6/30/2017 22:55,6/30/2017 23:05,594,Clark St & Berwyn Ave,Leavitt St & Lawrence Ave,Subscriber,Male,1989
1551231,6/30/2017 23:07,6/30/2017 23:17,606,Morgan St & Lake St,Michigan Ave & Madison St,Subscriber,Male,1984
1549703,6/30/2017 20:02,6/30/2017 20:12,567,Pine Grove Ave & Waveland Ave,Clarendon Ave & Junior Ter,Subscriber,Male,1956
1550652,6/30/2017 21:39,6/30/2017 21:49,594,Franklin St & Jackson Blvd,Wells St & Polk St,Subscriber,Male,1986
1550013,6/30/2017 20:29,6/30/2017 20:44,861,Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,Customer,,
1551421,6/30/2017 23:41,7/1/2017 0:00,1138,Lake Shore Dr & Wellington Ave,Marine Dr & Ainslie St,Subscriber,Male,1981
1550265,6/30/2017 20:55,6/30/2017 20:58,150,Clark St & Lake St,Franklin St & Lake St,Subscriber,Male,1990
1548940,6/30/2017 19:02,6/30/2017 19:33,1809,Michigan Ave & Washington St,Streeter Dr & Grand Ave,Customer,,
1551061,6/30/2017 22:40,6/30/2017 22:50,603,Clark St & Armitage Ave,Dearborn St & Erie St,Subscriber,Male,1987
1551395,6/30/2017 23:37,6/30/2017 23:52,913,Lincoln Ave & Belmont Ave,Halsted St & Blackhawk St (*),Subscriber,Male,1987
1551306,6/30/2017 23:22,6/30/2017 23:30,505,Southport Ave & Belmont Ave,Wilton Ave & Belmont Ave,Subscriber,Male,1992
1548961,6/30/2017 19:04,6/30/2017 19:27,1350,Streeter Dr & Grand Ave,Theater on the Lake,Customer,,
1551482,6/30/2017 23:53,7/1/2017 0:02,577,Wells St & Concord Ln,Theater on the Lake,Subscriber,Male,1986
1549500,6/30/2017 19:44,6/30/2017 19:57,762,Glenwood Ave & Morse Ave,Western Ave & Lunt Ave,Subscriber,Male,1994
1550009,6/30/2017 20:29,6/30/2017 20:34,275,Wood St & Taylor St,Wolcott Ave & Polk St,Subscriber,Male,1987
1549556,6/30/2017 19:48,6/30/2017 19:52,227,Sheffield Ave & Willow St,Bissell St & Armitage Ave,Subscriber,Female,1985
1549850,6/30/2017 20:14,6/30/2017 21:13,3508,Broadway & Granville Ave,Michigan Ave & Oak St,Customer,,
1548934,6/30/2017 19:02,6/30/2017 20:56,6825,Streeter Dr & Grand Ave,Michigan Ave & Oak St,Customer,,
1550755,6/30/2017 21:54,6/30/2017 22:21,1596,Sheffield Ave & Waveland Ave,Leavitt St & Armitage Ave,Subscriber,Female,1980
1551218,6/30/2017 23:05,6/30/2017 23:23,1073,Damen Ave & Madison St,Ashland Ave & Division St,Subscriber,Female,1985
1549841,6/30/2017 20:13,6/30/2017 21:06,3177,Lake Shore Dr & Ohio St,Broadway & Cornelia Ave,Customer,,
1551440,6/30/2017 23:46,6/30/2017 23:58,725,Streeter Dr & Grand Ave,State St & Randolph St,Subscriber,Male,1989
1551453,6/30/2017 23:49,7/1/2017 0:08,1138,Clark St & Elm St,Clark St & Randolph St,Customer,,
1548949,6/30/2017 19:03,6/30/2017 19:23,1216,Shedd Aquarium,Indiana Ave & 31st St,Subscriber,Female,1994
1551269,6/30/2017 23:14,6/30/2017 23:20,348,Desplaines St & Kinzie St,LaSalle St & Illinois St,Subscriber,Male,1983
1551246,6/30/2017 23:10,7/1/2017 0:25,4467,Kingsbury St & Erie St,Morgan Ave & 14th Pl,Customer,,
1549454,6/30/2017 19:40,6/30/2017 19:45,262,Daley Center Plaza,LaSalle St & Jackson Blvd,Subscriber,Male,1988
1549812,6/30/2017 20:10,6/30/2017 20:13,169,Wolcott Ave & Polk St,Wood St & Taylor St,Subscriber,Male,1994
1548884,6/30/2017 18:59,6/30/2017 19:16,1055,Streeter Dr & Grand Ave,Wells St & Polk St,Subscriber,Female,1985
1550409,6/30/2017 21:11,6/30/2017 21:26,901,Clinton St & Washington Blvd,Ashland Ave & Division St,Subscriber,Male,1972
1550426,6/30/2017 21:13,6/30/2017 21:58,2720,Field Museum,Woodlawn Ave & Lake Park Ave,Customer,,
1549360,6/30/2017 19:34,6/30/2017 20:00,1604,Daley Center Plaza,Ashland Ave & Division St,Customer,,
1549836,6/30/2017 20:13,6/30/2017 21:06,3217,Lake Shore Dr & Ohio St,Broadway & Cornelia Ave,Customer,,
1551137,6/30/2017 22:55,6/30/2017 23:13,1122,Halsted St & 21st St,Wabash Ave & Roosevelt Rd,Customer,,
1550570,6/30/2017 21:30,6/30/2017 21:37,437,Ashland Ave & Archer Ave,Wood St & 35th St,Subscriber,Male,1961
1549012,6/30/2017 19:07,6/30/2017 20:14,3985,Lake Park Ave & 56th St,Buckingham Fountain,Customer,,
1550924,6/30/2017 22:19,6/30/2017 22:25,353,Wentworth Ave & 35th St,Halsted St & 35th St (*),Subscriber,Female,1982
1549758,6/30/2017 20:07,6/30/2017 20:22,914,Columbus Dr & Randolph St,Canal St & Adams St,Subscriber,Female,1963
1549194,6/30/2017 19:20,6/30/2017 19:24,229,Millennium Park,Michigan Ave & Jackson Blvd,Subscriber,Male,1987
1549799,6/30/2017 20:09,6/30/2017 20:19,598,Sheridan Rd & Greenleaf Ave,Oakley Ave & Touhy Ave,Subscriber,Male,1988
1551410,6/30/2017 23:40,7/1/2017 0:07,1627,Wilton Ave & Diversey Pkwy,Broadway & Argyle St,Subscriber,Male,1966
1551293,6/30/2017 23:19,6/30/2017 23:29,577,Orleans St & Merchandise Mart Plaza,Wells St & Polk St,Subscriber,Male,1986
1549604,6/30/2017 19:52,6/30/2017 19:58,352,Kedzie Ave & Palmer Ct,Kedzie Ave & Milwaukee Ave,Subscriber,Male,1978
1550472,6/30/2017 21:19,6/30/2017 21:24,302,Wells St & Evergreen Ave,Wells St & Concord Ln,Subscriber,Male,1979
1549235,6/30/2017 19:23,6/30/2017 20:35,4347,McClurg Ct & Illinois St,Burnham Harbor,Subscriber,Male,1964
1549916,6/30/2017 20:21,6/30/2017 20:47,1599,Cottage Grove Ave & Oakwood Blvd,Burnham Harbor,Customer,,
1550132,6/30/2017 20:40,6/30/2017 21:57,4619,Racine Ave & Belmont Ave,Racine Ave & Belmont Ave,Customer,,
1548868,6/30/2017 18:58,6/30/2017 19:13,938,Burnham Harbor,MLK Jr Dr & 29th St,Subscriber,Male,1993
1551104,6/30/2017 22:49,6/30/2017 22:57,461,Dearborn St & Monroe St,Green St & Madison St,Subscriber,Female,1986
1550454,6/30/2017 21:16,6/30/2017 21:22,314,LaSalle St & Washington St,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1954
1550059,6/30/2017 20:34,6/30/2017 20:58,1470,Fairbanks Ct & Grand Ave,Damen Ave & Augusta Blvd,Subscriber,Female,1992
1550081,6/30/2017 20:36,6/30/2017 20:39,210,Desplaines St & Kinzie St,Kingsbury St & Kinzie St,Subscriber,Male,1987
1551405,6/30/2017 23:39,6/30/2017 23:47,489,Rush St & Cedar St,Clark St & Elm St,Customer,,
1549256,6/30/2017 19:24,6/30/2017 19:30,362,Wabash Ave & Roosevelt Rd,Michigan Ave & Jackson Blvd,Subscriber,Male,1990
1551304,6/30/2017 23:21,6/30/2017 23:26,275,LaSalle St & Adams St,Canal St & Madison St,Customer,,
1550891,6/30/2017 22:15,6/30/2017 22:27,719,Lincoln Ave & Diversey Pkwy,Logan Blvd & Elston Ave,Subscriber,Male,1987
1549302,6/30/2017 19:28,6/30/2017 19:38,603,Wilton Ave & Belmont Ave,Broadway & Cornelia Ave,Subscriber,Male,1993
1551270,6/30/2017 23:14,6/30/2017 23:22,451,Bissell St & Armitage Ave,Wells St & Concord Ln,Subscriber,Female,1992
1549530,6/30/2017 19:46,6/30/2017 20:04,1102,Streeter Dr & Grand Ave,Theater on the Lake,Subscriber,Female,1965
1550198,6/30/2017 20:49,6/30/2017 21:20,1868,Theater on the Lake,Clark St & Lincoln Ave,Customer,,
1550559,6/30/2017 21:29,6/30/2017 21:51,1301,Rhodes Ave & 32nd St,Rhodes Ave & 32nd St,Subscriber,Female,1993
1549497,6/30/2017 19:44,6/30/2017 20:08,1425,Lake Shore Dr & Ohio St,Theater on the Lake,Subscriber,Female,1986
1549417,6/30/2017 19:38,6/30/2017 20:29,3071,Clark St & Elm St,Clark St & Elm St,Subscriber,Male,1986
1550058,6/30/2017 20:34,6/30/2017 20:44,631,Daley Center Plaza,Federal St & Polk St,Subscriber,Male,1965
1549687,6/30/2017 20:01,6/30/2017 20:34,2003,Wabash Ave & Roosevelt Rd,Indiana Ave & 26th St,Subscriber,Male,1990
1550677,6/30/2017 21:42,6/30/2017 21:47,303,Broadway & Argyle St,Broadway & Ridge Ave,Subscriber,Male,1983
1550786,6/30/2017 21:59,6/30/2017 22:04,306,Halsted St & Diversey Pkwy,Broadway & Belmont Ave,Subscriber,Male,1993
1549171,6/30/2017 19:18,6/30/2017 19:36,1111,Halsted St & 21st St,Calumet Ave & 33rd St,Subscriber,Male,1985
1549151,6/30/2017 19:16,6/30/2017 19:19,184,Aberdeen St & Jackson Blvd,Loomis St & Jackson Blvd,Customer,,
1550887,6/30/2017 22:14,6/30/2017 22:37,1348,Damen Ave & Pierce Ave,Mies van der Rohe Way & Chicago Ave,Subscriber,Male,1991
1550236,6/30/2017 20:53,6/30/2017 21:17,1470,Michigan Ave & Pearson St,Wabash Ave & Roosevelt Rd,Subscriber,Male,1989
1549622,6/30/2017 19:54,6/30/2017 20:22,1662,Paulina St & Montrose Ave,Ritchie Ct & Banks St,Subscriber,Male,1988
1550738,6/30/2017 21:51,6/30/2017 23:09,4701,Clarendon Ave & Junior Ter,Clarendon Ave & Junior Ter,Customer,,
1549443,6/30/2017 19:39,6/30/2017 19:50,633,Lake Shore Dr & North Blvd,Sedgwick St & Webster Ave,Subscriber,Male,1995
1550499,6/30/2017 21:22,6/30/2017 21:44,1356,Clark St & Lincoln Ave,Fairbanks Ct & Grand Ave,Subscriber,Male,1962
1550722,6/30/2017 21:49,6/30/2017 21:55,356,Wells St & Concord Ln,Larrabee St & Menomonee St,Subscriber,Female,1981
1551235,6/30/2017 23:09,6/30/2017 23:28,1138,Western Ave & Monroe St,Western Ave & Monroe St,Subscriber,Male,1975
1550455,6/30/2017 21:17,6/30/2017 21:39,1330,Canal St & Monroe St (*),Burnham Harbor,Subscriber,Male,1966
1548910,6/30/2017 19:00,6/30/2017 19:15,889,Dearborn St & Erie St,Wells St & Concord Ln,Subscriber,Male,1991
1551040,6/30/2017 22:37,6/30/2017 22:40,173,Wells St & Concord Ln,Wells St & Concord Ln,Subscriber,Female,1983
1549050,6/30/2017 19:10,6/30/2017 19:28,1088,Fort Dearborn Dr & 31st St,Burnham Harbor,Customer,,
1550688,6/30/2017 21:42,6/30/2017 22:16,2004,Mies van der Rohe Way & Chicago Ave,Milwaukee Ave & Rockwell St,Subscriber,Female,1990
1549843,6/30/2017 20:13,6/30/2017 20:48,2106,Cannon Dr & Fullerton Ave,Cannon Dr & Fullerton Ave,Subscriber,Male,1975
1550961,6/30/2017 22:24,6/30/2017 22:52,1684,Artesian Ave & Hubbard St,Greenview Ave & Fullerton Ave,Subscriber,Male,1994
1549003,6/30/2017 19:07,6/30/2017 19:14,425,Ashland Ave & Division St,Milwaukee Ave & Wabansia Ave,Subscriber,Female,1986
1549323,6/30/2017 19:31,6/30/2017 19:37,387,Halsted St & Roscoe St,Southport Ave & Roscoe St,Subscriber,Male,1984
1549249,6/30/2017 19:24,6/30/2017 19:33,571,Canal St & Taylor St,Clinton St & Lake St,Subscriber,Male,1988
1550447,6/30/2017 21:15,6/30/2017 21:37,1318,Michigan Ave & 8th St,Columbus Dr & Randolph St,Customer,,
1550728,6/30/2017 21:51,6/30/2017 22:06,949,Clark St & Grace St,Leavitt St & Lawrence Ave,Subscriber,Male,1975
1549716,6/30/2017 20:03,6/30/2017 20:26,1403,Sedgwick St & North Ave,Southport Ave & Clark St,Subscriber,Female,1992
1550370,6/30/2017 21:06,6/30/2017 21:15,539,Franklin St & Lake St,Ogden Ave & Chicago Ave,Subscriber,Female,1976
1549749,6/30/2017 20:06,6/30/2017 20:12,318,Sedgwick St & Webster Ave,Clark St & Lincoln Ave,Subscriber,Male,1981
1549038,6/30/2017 19:09,6/30/2017 19:28,1150,Fort Dearborn Dr & 31st St,Burnham Harbor,Customer,,
1551264,6/30/2017 23:13,6/30/2017 23:21,456,Clark St & Berwyn Ave,Broadway & Ridge Ave,Subscriber,Female,1979
1550952,6/30/2017 22:23,6/30/2017 22:33,619,Montrose Harbor,Sheridan Rd & Lawrence Ave,Subscriber,Male,1983
1550582,6/30/2017 21:32,6/30/2017 21:48,949,Cityfront Plaza Dr & Pioneer Ct,Mies van der Rohe Way & Chestnut St,Customer,,
1549917,6/30/2017 20:21,6/30/2017 20:40,1161,Streeter Dr & Grand Ave,Lake Shore Dr & Wellington Ave,Subscriber,Male,1992
1550633,6/30/2017 21:37,6/30/2017 21:45,493,Rush St & Hubbard St,Clinton St & Lake St,Subscriber,Male,1993
1549932,6/30/2017 20:22,6/30/2017 20:36,840,Dearborn Pkwy & Delaware Pl,Michigan Ave & Pearson St,Customer,,
1549198,6/30/2017 19:20,6/30/2017 19:39,1129,Western Ave & Lunt Ave,Broadway & Granville Ave,Subscriber,Male,1956
1549401,6/30/2017 19:36,6/30/2017 19:50,849,Oakley Ave & Irving Park Rd,Oakley Ave & Irving Park Rd,Subscriber,Female,1955
1550820,6/30/2017 22:04,6/30/2017 22:32,1684,Michigan Ave & Washington St,Michigan Ave & Washington St,Customer,,
1549060,6/30/2017 19:10,6/30/2017 19:15,318,Wacker Dr & Washington St,Desplaines St & Kinzie St,Subscriber,Male,1985
1549713,6/30/2017 20:03,6/30/2017 20:10,422,Wilton Ave & Belmont Ave,Southport Ave & Belmont Ave,Subscriber,Female,1979
1550171,6/30/2017 20:45,6/30/2017 21:06,1243,McClurg Ct & Illinois St,Wells St & Concord Ln,Subscriber,Male,1958
1550793,6/30/2017 22:00,6/30/2017 22:18,1107,Orleans St & Merchandise Mart Plaza,Franklin St & Monroe St,Subscriber,Male,1987
1549237,6/30/2017 19:23,6/30/2017 19:51,1675,Halsted St & Wrightwood Ave,Sheffield Ave & Wrightwood Ave,Customer,,
1551423,6/30/2017 23:42,6/30/2017 23:45,214,Green St & Randolph St,Desplaines St & Kinzie St,Subscriber,Male,1986
1551367,6/30/2017 23:33,6/30/2017 23:38,296,Central St & Girard Ave,Central St Metra,Subscriber,Male,1993
1549499,6/30/2017 19:44,6/30/2017 20:11,1600,Damen Ave & Sunnyside Ave,Dayton St & North Ave,Subscriber,Male,1986
1551147,6/30/2017 22:56,6/30/2017 23:12,947,Green St & Madison St,Sedgwick St & North Ave,Customer,,
1551094,6/30/2017 22:48,6/30/2017 23:07,1141,Sheffield Ave & Waveland Ave,Hampden Ct & Diversey Pkwy,Subscriber,Female,1968
1549864,6/30/2017 20:16,6/30/2017 20:20,248,Ashland Ave & Blackhawk St,Wood St & Division St,Subscriber,Female,1986
1550041,6/30/2017 20:32,6/30/2017 21:42,4199,Michigan Ave & Oak St,Sheridan Rd & Montrose Ave,Subscriber,Male,1983
1550161,6/30/2017 20:44,6/30/2017 21:10,1553,Wells St & Concord Ln,Millennium Park,Subscriber,Female,1993
1551213,6/30/2017 23:04,6/30/2017 23:08,200,Sedgwick St & Huron St,Kingsbury St & Erie St,Subscriber,Female,1983
1550787,6/30/2017 21:59,6/30/2017 22:21,1278,Field Museum,Burnham Harbor,Customer,,
1548953,6/30/2017 19:04,6/30/2017 19:16,710,Halsted St & Wrightwood Ave,Clifton Ave & Armitage Ave,Subscriber,Female,1992
1551279,6/30/2017 23:16,6/30/2017 23:22,372,Humboldt Blvd & Armitage Ave,California Ave & Milwaukee Ave,Customer,,
1551096,6/30/2017 22:49,6/30/2017 23:03,862,State St & Randolph St,Clark St & 9th St (AMLI),Subscriber,Female,1988
1549347,6/30/2017 19:33,6/30/2017 19:38,302,Clark St & Lake St,Wabash Ave & Wacker Pl,Subscriber,Female,1994
1549215,6/30/2017 19:22,6/30/2017 19:41,1170,Clinton St & Madison St,May St & Taylor St,Subscriber,Female,1982
1551484,6/30/2017 23:52,7/1/2017 0:03,652,Damen Ave & Clybourn Ave,Ashland Ave & Wrightwood Ave,Subscriber,Male,1991
1550636,6/30/2017 21:37,6/30/2017 22:24,2791,Morgan St & Lake St,Damen Ave & Pierce Ave,Subscriber,Male,1992
1550400,6/30/2017 21:10,6/30/2017 21:41,1868,Shedd Aquarium,Wentworth Ave & Archer Ave,Customer,,
1549619,6/30/2017 19:54,6/30/2017 20:15,1286,Buckingham Fountain,Shedd Aquarium,Customer,,
1551480,6/30/2017 23:53,7/1/2017 0:12,1187,Ellis Ave & 55th St,Cottage Grove Ave & 47th St,Subscriber,Male,1987
1549156,6/30/2017 19:17,6/30/2017 19:23,351,Millennium Park,Canal St & Madison St,Subscriber,Male,1969
1550713,6/30/2017 21:48,6/30/2017 21:56,514,Dayton St & North Ave,Clybourn Ave & Division St,Customer,,
1549887,6/30/2017 20:18,6/30/2017 20:31,796,Clark St & Chicago Ave,Clark St & Lincoln Ave,Subscriber,Male,1989
1550999,6/30/2017 22:31,6/30/2017 22:55,1444,Columbus Dr & Randolph St,Theater on the Lake,Subscriber,Female,1977
1551381,6/30/2017 23:35,6/30/2017 23:44,561,Lincoln Ave & Belmont Ave,Broadway & Belmont Ave,Subscriber,Female,1990
1549523,6/30/2017 19:46,6/30/2017 19:55,566,Noble St & Milwaukee Ave,Damen Ave & Pierce Ave,Subscriber,Male,1986
1549867,6/30/2017 20:16,6/30/2017 20:22,372,Federal St & Polk St,Dearborn St & Monroe St,Subscriber,Female,1991
1551412,6/30/2017 23:40,7/1/2017 0:02,1303,State St & Van Buren St,State St & Van Buren St,Subscriber,Male,1985
1550631,6/30/2017 21:37,6/30/2017 21:51,876,Lakefront Trail & Bryn Mawr Ave,Sheridan Rd & Loyola Ave,Subscriber,Male,1992
1549468,6/30/2017 19:41,6/30/2017 19:45,252,Clark St & Columbia Ave,Sheridan Rd & Loyola Ave,Subscriber,Male,1974
1551005,6/30/2017 22:32,6/30/2017 22:48,975,Daley Center Plaza,Michigan Ave & Lake St,Subscriber,Male,1989
1550228,6/30/2017 20:52,6/30/2017 21:10,1100,Hampden Ct & Diversey Pkwy,Clark St & Schiller St,Subscriber,Female,1980
1548935,6/30/2017 19:02,6/30/2017 19:23,1251,Aberdeen St & Monroe St,Damen Ave & Pierce Ave,Subscriber,Male,1986
1549537,6/30/2017 19:46,6/30/2017 19:49,166,Wabash Ave & Wacker Pl,Wabash Ave & Grand Ave,Subscriber,Male,1983
1549376,6/30/2017 19:35,6/30/2017 19:53,1077,Cannon Dr & Fullerton Ave,Streeter Dr & Grand Ave,Customer,,
1550770,6/30/2017 21:56,6/30/2017 22:09,751,Sheffield Ave & Kingsbury St,Lincoln Ave & Diversey Pkwy,Subscriber,Female,1990
1550237,6/30/2017 20:53,6/30/2017 21:02,528,Shedd Aquarium,Wabash Ave & 8th St,Subscriber,Male,1968
1551497,6/30/2017 23:58,7/1/2017 0:24,1569,Southport Ave & Clybourn Ave,Spaulding Ave & Armitage Ave,Subscriber,Female,1989
1551390,6/30/2017 23:36,6/30/2017 23:48,719,Rush St & Cedar St,Clark St & Elm St,Customer,,
1550579,6/30/2017 21:32,6/30/2017 21:44,737,Streeter Dr & Grand Ave,Lake Shore Dr & North Blvd,Subscriber,Female,1956
1551217,6/30/2017 23:05,6/30/2017 23:22,1035,Damen Ave & Madison St,Ashland Ave & Division St,Subscriber,Male,1984
1548882,6/30/2017 18:59,6/30/2017 19:10,684,LaSalle St & Illinois St,Ritchie Ct & Banks St,Subscriber,Male,1982
1551201,6/30/2017 23:04,6/30/2017 23:16,738,Damen Ave & Chicago Ave,Desplaines St & Kinzie St,Subscriber,Male,1991
1549008,6/30/2017 19:07,6/30/2017 19:30,1343,Lake Shore Dr & Belmont Ave,Broadway & Argyle St,Subscriber,Female,1986
